DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,"2012-2013
PERFORMANCE GRADE",2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
21K228,21,I.S. 228 David A. Boody,Dominick D'angelo,EMS,Middle,B,65.4,69.4,34,B,13.6,B,12.9,A,0,0,4.9,A,C,C
17K537,17,High School for Youth and Community Development at Erasmus,Mary Prendergast,HS,High School,B,66.9,63.1,31.2,B,12.8,B,11.8,A,4.6,C,6.5,A,C,C
84M329,84,Harlem Link Charter School,Steven Evangelista/Margaret Ryan,EMS,Elementary,B,54.3,59.2,27.8,C,16.1,A,7.7,B,0,0,2.7,A,C,D
84K651,84,PAVE Academy Charter School,Spencer Robertson/Jeremy Abarno,EMS,Elementary,B,54.3,59.2,24.2,C,17.4,A,9.7,A,0,0,3,A,C,
84X488,84,The Equality Charter School,Caitlin Franco,EMS,Middle,B,67.5,74.4,37.3,B,11.5,C,13.8,A,0,0,4.9,A,C,
84X422,84,Icahn Charter School 3,Midga Agosto,EMS,Elementary,B,48.9,40.2,25.7,C,15,B,7.4,B,0,0,0.7,A,D,A
10X310,10,P.S. 310 Marble Hill,Elizabeth Cardona,EMS,Elementary,B,53.5,57.1,27.5,C,15.2,B,7,B,0,0,3.8,A,D,A
32K299,32,P.S. 299 Thomas Warren Field,Wilma Kanova Kirk,EMS,Elementary,B,54.3,59.3,31.1,B,16.6,A,3.8,C,0,0,2.8,A,D,B
12X372,12,Urban Assembly School for Wildlife Conservation,Mark Ossenheimer,EMS,Middle,B,53.5,40.7,26.3,C,11.9,B,11.9,A,0,0,3.4,A,D,C
08X014,8,P.S. X014 Senator John Calandra,Ira Schulman,EMS,Elementary,B,54.2,58.5,29.9,B,11.4,B,8.7,B,0,0,4.2,A,D,C
12X061,12,P.S. 061 Francisco Oller,Patricia Quigley,EMS,Elementary,B,54.7,60.3,29.7,B,12,B,9.8,A,0,0,3.2,A,D,C
84X419,84,Bronx Academy of Promise Charter School,Catherine Jackvony,EMS,Elementary,B,50.2,45.6,26.3,C,12.5,B,9.6,A,0,0,1.8,A,F,B
07X179,7,P.S. 179,Sherry Font Williams,EMS,Elementary,B,53.6,57.2,31.6,B,11.2,B,6.8,B,0,0,4,A,F,C
20K686,20,BROOKLYN SCHOOL OF INQUIRY,Donna Taylor,EMS,Elementary,B,50.6,47.2,17.7,D,21.5,A,9.1,A,0,0,2.3,A,,
84X491,84,Academic Leadership Charter School,Leena Varghese,EMS,Elementary,B,52.8,54.4,27.5,C,18,A,5.1,C,0,0,2.2,A,,
84M481,84,Democracy Preparatory Harlem Charter School,Emmanuel George,EMS,Middle,B,56,47.2,28.5,B,13.6,B,10,B,0,0,3.9,A,,
28Q167,28,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Damon Mccord,EMS,Middle,B,59.5,53.9,28.4,B,14.8,B,12.5,A,0,0,3.8,A,,
06M348,6,Washington Heights Expeditionary Learning School,Brett Kimmel,HS,High School,B,61.2,45.5,31.4,B,7.2,D,12.5,A,4.9,C,5.1,A,,
11X545,11,Bronx Aerospace High School,Barbara Kirkweg,HS,High School,B,65.1,56.6,25.6,C,16.4,A,6.7,D,6.2,B,10.2,A,,
28Q310,28,Queens Collegiate: A College Board School,Jaime Anne Dubei,HS,High School,B,65.6,57.5,34.7,B,11.4,C,8.4,C,6,B,5.1,A,,
14K632,14,Frances Perkins Academy,Jocelyn Santana,HS,High School,B,66.5,61.3,38.1,A,6.9,D,10.7,B,4,C,6.8,A,,
31R064,31,Gaynor McCown Expeditionary Learning School,Traci Frey,HS,High School,B,66.9,63.1,35.4,B,12,B,10.3,B,4.7,C,4.5,A,,
25Q184,25,P.S. 184 Flushing Manor,Dora Pantelis,EMS,Elementary,B,50.2,45.6,26.8,C,8.2,C,12,A,0,0,3.2,B,A,A
27Q108,27,P.S. 108 Captain Vincent G. Fowler,Marie Biondollilo,EMS,Elementary,B,51,48,27.4,C,14.2,B,8.2,B,0,0,1.2,B,A,A
24Q081,24,P.S. 81Q Jean Paul Richter,Romy Diamond,EMS,Elementary,B,51.1,48.4,23.5,C,13.9,B,11.1,A,0,0,2.6,B,A,A
16K021,16,P.S. 021 Crispus Attucks,Leslie Frazier,EMS,Elementary,B,53.1,55.9,26.8,C,18,A,7,B,0,0,1.3,B,A,A
07X030,7,P.S. 030 Wilton,Debra Michaux,EMS,Elementary,B,55.7,63.1,40.6,A,5.1,D,5,C,0,0,5,B,A,A
22K254,22,P.S. 254 Dag Hammarskjold,Linda Alhonote,EMS,Elementary,B,58.5,70,30.1,B,17.6,A,7.9,B,0,0,2.9,B,A,A
32K549,32,Bushwick School for Social Justice,Lucas Cooke,HS,High School,B,58.6,35.2,28.8,B,9.9,C,11,B,2.3,F,6.6,B,A,A
06M189,6,P.S. 189,Theresa Luger,EMS,Elementary,B,59.1,70.7,37.4,A,11.8,B,6.4,B,0,0,3.5,B,A,A
03M307,3,"Urban Assembly School for Media Studies, The",Cordelia Veve,HS,High School,B,59.1,37.1,26,C,12.7,B,11.4,B,4.1,C,4.9,B,A,A
23K643,23,Brooklyn Democracy Academy,Andrew Brown,HST,High School Transfer,B,59.4,0,25.8,C,9.9,B,9.6,C,4.5,B,9.6,B,A,A
15K418,15,The Children's School,Arthur Mattia,EMS,Elementary,B,59.8,73.9,32.3,B,16.8,A,8.1,B,0,0,2.6,B,A,A
13K419,13,"Science Skills Center High School for Science, Technology and the Creative Arts",Dahlia Mcgregor,HS,High School,B,60.6,42.6,31.5,B,13.2,B,4,F,6.4,B,5.5,B,A,A
12X682,12,Fannie Lou Hamer Freedom High School,Nancy Mann,HS,High School,B,60.7,43.4,21.1,C,11.5,C,11.4,B,5.9,B,10.8,B,A,A
29Q248,29,Queens Preparatory Academy,Tashon Haywood,HS,High School,B,61,45,33,B,12.6,B,7.2,C,4.1,C,4.1,B,A,A
10X015,10,P.S. X015 Institute for Environmental Learning,Tara Edmonds,EMS,K-8,B,61,67.7,30.4,B,16.1,B,9.9,B,0,0,4.5,B,A,A
24Q087,24,P.S. 087 Middle Village,Caryn Michaeli,EMS,K-8,B,62.5,70.1,35.9,B,13.2,B,9.3,B,0,0,4.1,B,A,A
31R440,31,New Dorp High School,Ms. Deirdre Deangelis,HS,High School,B,63,50.1,28.7,B,11.7,B,10.9,B,6.1,B,5.6,B,A,A
84M335,84,Harlem Village Academies Leadership Charter Scho,Lisa Fromelt/Sam Fragomeni,EMS,Middle,B,64,65.7,31,B,16.4,A,13.1,A,0,0,3.4,B,A,A
10X141,10,Riverdale / Kingsbridge Academy (Middle School / High School 141),Lori O'mara,HS,High School,B,64.3,54.7,33,B,12.3,B,8.7,C,6.4,B,3.9,B,A,A
26Q074,26,J.H.S. 074 Nathaniel Hawthorne,Anthony Armstrong,EMS,Middle,B,64.3,66.9,29.1,B,18.1,A,10.9,B,0,0,6.2,B,A,A
11X288,11,Collegiate Institute for Math and Science,Shadia Alvarez,HS,High School,B,64.6,55.3,26.6,C,15.6,A,11.4,B,7.2,A,3.8,B,A,A
08X312,8,Millennium Art Academy,Herman Guy,HS,High School,B,65.7,58.3,34.4,B,11.2,C,11.3,B,2.8,D,6,B,A,A
10X434,10,Belmont Preparatory High School,Stephen Joseph Gumbs,HS,High School,B,65.9,59.4,31.7,B,12.3,B,10,B,5.6,B,6.3,B,A,A
12X316,12,Kappa III,Elisa Alvarez,EMS,Middle,B,66.1,71.4,34.4,B,15.3,B,12.8,A,0,0,3.6,B,A,A
21K239,21,Mark Twain I.S. 239 for the Gifted & Talented,"Ditolla, Karen",EMS,Middle,B,66.1,71.4,33.3,B,20.5,A,9.6,B,0,0,2.7,B,A,A
21K728,21,Liberation Diploma Plus,April Leong,HST,High School Transfer,B,66.6,0,31.1,B,10.6,B,11.5,B,5,B,8.4,B,A,A
08X408,8,Herbert H. Lehman Yabc,Martin Smallhorne,YABC,YABC,B,66.8,0,33.6,A,12.3,B,10.2,B,5.2,B,5.5,B,A,A
06M467,6,High School for Law and Public Service,Nicholas Politis,HS,High School,B,67.8,64.2,30.5,B,11.7,B,12.2,A,6.4,B,7,B,A,A
04M495,4,Park East High School,Kevin Mccarthy,HS,High School,B,69,66.4,39.1,A,10.2,C,11.1,B,3.7,C,4.9,B,A,A
04M112,4,P.S. 112 Jose Celso Barbosa,Eileen Reiter,EC,K-2,B,46.2,0,17.7,B,13.4,B,8.5,B,0,0,6.6,B,A,B
29Q034,29,P.S. 034 John Harvard,Pauline Shakespeare,EMS,Elementary,B,49.9,43.8,28.9,B,12.9,B,5.3,C,0,0,2.8,B,A,B
06M048,6,P.S. 048 P.O. Michael J. Buczek,Tracy Walsh,EMS,Elementary,B,51.4,49.7,29.6,B,10.6,C,7.4,B,0,0,3.7,B,A,B
25Q029,25,P.S. 029 Queens,Jennifer Jones,EMS,Elementary,B,52.1,52.6,31.6,B,14.8,B,2.2,D,0,0,3.5,B,A,B
14K034,14,P.S. 034 Oliver H. Perry,Carmen Asselta,EMS,Elementary,B,52.8,54.4,28.6,B,14.5,B,8.5,B,0,0,1.1,B,A,B
31R019,31,P.S. 019 The Curtis School,Mary Petrone,EMS,Elementary,B,53,55.6,33.2,B,12.8,B,4.5,C,0,0,2.5,B,A,B
08X075,8,P.S. 075,Marines Arrieta-Cruz,EMS,Elementary,B,53.5,57.1,33,B,15.5,B,2.8,C,0,0,2.2,B,A,B
18K244,18,P.S. 244 Richard R. Green,Ms. Grace Alesia,EMS,Elementary,B,54.8,60.8,29.1,B,13.3,B,9.9,A,0,0,2.5,B,A,B
31R023,31,P.S. 023 Richmondtown,Frank Campagna,EMS,Elementary,B,55.1,61.2,26.1,C,15.2,B,9.9,A,0,0,3.9,B,A,B
28Q144,28,P.S. 144 Col Jeromus Remsen,Reva Gluck Schneider,EMS,Elementary,B,55.4,62,31.5,B,14.2,B,8,B,0,0,1.7,B,A,B
29Q131,29,P.S. 131 Abigail Adams,Randolph Ford,EMS,Elementary,B,55.4,62,29.4,B,15.2,B,9.1,A,0,0,1.6,B,A,B
25Q021,25,P.S. 021 Edward Hart,Debra Buszko,EMS,Elementary,B,57.5,67.5,31,B,15.7,A,7,B,0,0,3.8,B,A,B
05M670,5,Thurgood Marshall Academy for Learning and Social Change,Sean Davenport,HS,High School,B,58.7,35.5,23.9,C,14.8,B,10.9,B,5.4,B,3.7,B,A,B
75Q009,75,P.S. 009,Robert Wojnarowski,D75,K-8,B,59.4,0,28,B,20.1,A,11.3,B,0,0,0,B,A,B
11X097,11,P.S. 097 Bronx,Katheleen Bornkamp,EMS,Elementary,B,59.7,73.1,39.8,A,13.1,B,4.6,C,0,0,2.2,B,A,B
26Q067,26,J.H.S. 067 Louis Pasteur,Zoi Mcgrath,EMS,Middle,B,60.3,55.6,28.2,C,19.2,A,8.1,C,0,0,4.8,B,A,B
30Q010,30,I.S. 010 Horace Greeley,Clemente Lopes,EMS,Middle,B,60.4,56.2,30,B,15.4,B,10.6,B,0,0,4.4,B,A,B
28Q217,28,J.H.S. 217 Robert A. Van Wyck,Patrick Michael Burns,EMS,Middle,B,61,57.6,31,B,15,B,11.2,B,0,0,3.8,B,A,B
25Q200,25,PS/MS 200 - The Pomonok School & STAR Academy,Farrah Mckenna,EMS,K-8,B,61.5,68.3,41.3,A,12.8,B,2.2,F,0,0,5.2,B,A,B
26Q266,26,P.S. / I.S. 266,Nicole Scott,EMS,K-8,B,62.6,71.3,30,B,17.6,A,9.9,B,0,0,5.1,B,A,B
04M435,4,Manhattan Center for Science and Mathematics,Jose David Jimenez,HS,High School,B,67.9,65,36.7,A,14.4,B,8.1,C,6.6,B,2.1,B,A,B
21K215,21,P.S. 215 Morris H. Weiss,Antonella Bove,EMS,Elementary,B,55.6,62.8,31.4,B,14.8,B,7.6,B,0,0,1.7,B,A,C
24Q049,24,P.S. 049 Dorothy Bonawit Kole,Anthony Lombardi,EMS,K-8,B,56.6,52.4,32.1,B,15.9,B,5.4,C,0,0,3.2,B,A,C
17K241,17,P.S. 241 Emma L. Johnston,Frantz Lucius,EMS,Elementary,B,59.3,71.8,35,B,14.6,B,7.4,B,0,0,2.3,B,A,C
84K358,84,Achievement First East New York School,Hilary Cymrot/Fatimah Barker,EMS,K-8,B,60.8,66.5,31.3,B,15.8,B,10.9,A,0,0,2.8,B,A,C
22K014,22,J.H.S. 014 Shell Bank,Anne Tully,EMS,Middle,B,61.2,57.9,34.6,B,15,B,8.1,C,0,0,3.4,B,A,C
23K518,23,Kappa V,Thomas Mullin,EMS,Middle,B,65.7,69.9,38.7,B,14.6,B,9.7,B,0,0,2.6,B,A,C
28Q505,28,Hillcrest High School,Stephen Duch,HS,High School,B,66.2,60.2,30.4,B,11.3,C,12.4,A,6.1,B,6,B,A,C
29Q283,29,Preparatory Academy for Writers: A College Board,Charles Anderson,EMS,Middle,B,66.6,73,33.6,B,17,A,12,A,0,0,4,B,A,C
84K707,84,Brooklyn Prospect Charter School,Lanolia Omowanile/Kim Raccio,EMS,Middle,B,54.4,42.4,19.8,C,16.1,B,12,A,0,0,6.4,B,A,
84R067,84,John W. Lavelle Preparatory Charter School,Evelyn Finn,EMS,Middle,B,63.3,63.2,30.7,B,14.8,B,12.3,A,0,0,5.5,B,A,
24Q028,24,P.S. 28 - The Thomas Emanuel Early Childhood Cen,Laura Pessutti,EC,K-2,B,43.7,0,14.8,C,12.7,B,11.4,A,0,0,4.8,B,B,A
24Q014,24,P.S. 014 Fairview,Rosemary Sklar,EMS,Elementary,B,49.8,43.4,26.4,C,12.8,B,7.9,B,0,0,2.7,B,B,A
12X150,12,P.S. 150 Charles James Fox,Edwin Irizarry,EMS,Elementary,B,50.8,47.7,30.8,B,10.4,C,6.7,B,0,0,2.9,B,B,A
21K177,21,P.S. 177 The Marlboro,Shoshana Singer,EMS,Elementary,B,51.9,51.3,30,B,11.5,B,6.6,B,0,0,3.8,B,B,A
20K104,20,P.S./I.S. 104 The Fort Hamilton School,Ms. Marie Dibella,EMS,K-8,B,53.8,43.3,25.1,C,14.3,B,9.9,B,0,0,4.5,B,B,A
20K204,20,P.S. 204 Vince Lombardi,Nancy Tomasuolo,EMS,Elementary,B,54.2,58.9,29.5,B,14.1,B,9.4,A,0,0,1.2,B,B,A
06M052,6,J.H.S. 052 Inwood,Salvador Fernandez,EMS,Middle,B,56,47.2,28.4,B,11.4,C,12.9,A,0,0,3.3,B,B,A
09X109,9,P.S. 109 Sedgwick,Josette Claudio,EMS,Elementary,B,56.1,63.9,31.7,B,14.3,B,7.5,B,0,0,2.6,B,B,A
26Q031,26,P.S. 031 Bayside,Terri Graybow,EMS,Elementary,B,56.3,64.1,28,B,16.4,A,9.3,A,0,0,2.6,B,B,A
24Q073,24,I.S. 73 - The Frank Sansivieri Intermediate Scho,Camillo Turriciano,EMS,Middle,B,56.3,47.5,30,B,16.1,B,6,C,0,0,4.2,B,B,A
15K058,15,P.S. 058 The Carroll,Giselle Mcgee,EMS,Elementary,B,56.8,65.7,29,B,17.3,A,7.8,B,0,0,2.7,B,B,A
02M655,2,Life Sciences Secondary School,Genevieve Stanislaus,HS,High School,B,58.3,33.3,32,B,10.4,C,8.5,C,4,C,3.4,B,B,A
27Q047,27,P.S. 047 Chris Galas,Ann Moynagh,EMS,K-8,B,59,58.5,23.4,C,17.8,A,11.3,A,0,0,6.5,B,B,A
20K030,20,I.S. 30 Mary White Ovington,Carol Heeraman,EMS,Middle,B,59.3,53.4,29.7,B,16.4,A,9.2,B,0,0,4,B,B,A
30Q076,30,P.S. 076 William Hallet,Mary Schafenberg,EMS,Elementary,B,59.5,72.6,36.9,A,11.7,B,5.8,C,0,0,5.1,B,B,A
21K225,21,P.S. K225 - The Eileen E. Zaglin,Joseph Montebello,EMS,K-8,B,59.6,64,31,B,14.4,B,9.1,B,0,0,5.1,B,B,A
24Q600,24,Queens Vocational and Technical High School,Melissa Burg,HS,High School,B,60.3,40.7,24.5,C,14.4,B,9.9,B,5.4,B,6.1,B,B,A
09X297,9,Morris Academy for Collaborative Studies,Matthew Mazzaroppi,HS,High School,B,61.7,46.9,25.6,C,12.9,B,10.6,B,3.8,C,8.8,B,B,A
24Q113,24,P.S. 113 Isaac Chauncey,Alejandro Megias,EMS,K-8,B,61.9,68.9,28,C,16,B,13.2,A,0,0,4.7,B,B,A
21K525,21,Edward R. Murrow High School,Allen Barge,HS,High School,B,62.2,48.5,29.8,B,11.5,B,10.6,B,6.7,B,3.6,B,B,A
31R600,31,Ralph R. McKee Career and Technical Education High School,Sharon Alicia Henry,HS,High School,B,62.3,49.1,28.5,B,11.5,C,9,C,5.9,B,7.3,B,B,A
10X433,10,High School for Teaching and the Professions,Jason Maass,HS,High School,B,63.9,53.7,28.1,B,13.6,B,8.5,C,7.3,A,6.4,B,B,A
25Q185,25,J.H.S. 185 Edward Bleeker,Theresa Mshar,EMS,Middle,B,64.1,66.3,33.5,B,17.7,A,9.1,B,0,0,3.8,B,B,A
02M408,2,Professional Performing Arts High School,Keith Ryan,HS,High School,B,66.8,62.6,34.1,B,15.5,A,8.6,C,6.1,B,2.5,B,B,A
09X252,9,Mott Hall Bronx High School,Kathryn Malloy,HS,High School,B,67.9,65,29,B,16.3,A,10.9,B,6.2,B,5.5,B,B,A
20K503,20,PS 503: The School of Discovery,Bernadette Fitzgerald,EMS,Elementary,B,49.1,41.5,25,C,10.4,C,9.6,A,0,0,4.1,B,B,B
19K214,19,P.S. 214 Michael Friedsam,Patricia Tubridy,EMS,Elementary,B,49.3,42.1,29,B,8.5,C,9.3,A,0,0,2.5,B,B,B
05M092,5,P.S. 092 Mary McLeod Bethune,Rosa Davila,EMS,Elementary,B,49.5,42.8,26.1,C,12.4,B,7.9,B,0,0,3.1,B,B,B
10X059,10,P.S. 059 The Community School of Technology,Sita Basu,EMS,Elementary,B,49.8,43.4,31.9,B,9.3,C,4.4,C,0,0,4.2,B,B,B
08X304,8,P.S. 304 Early Childhood School,Joseph Nobile,EMS,Elementary,B,51.2,48.7,25,C,18.2,A,7,B,0,0,1,B,B,B
26Q098,26,P.S. 098 The Douglaston School,Sheila Huggins,EMS,Elementary,B,51.9,51.5,29.3,B,16.7,A,5.5,C,0,0,0.4,B,B,B
31R001,31,P.S. 001 Tottenville,Grace Silberstein,EMS,Elementary,B,52,52,25.6,C,15.9,A,6.6,B,0,0,3.9,B,B,B
24Q007,24,P.S. 007 Louis F. Simeone,Sara Tucci,EC,K-3,B,52.1,0,25.6,A,15.9,B,3.9,D,0,0,6.7,B,B,B
02M089,2,P.S. 89,Veronica Najjar,EMS,Elementary,B,52.5,53.3,25.9,C,14.6,B,7.8,B,0,0,4.2,B,B,B
10X368,10,In-Tech Academy (M.S. / High School 368),Yvette Allen,EMS,Middle,B,53.2,40.2,28.1,C,12.7,B,7.2,C,0,0,5.2,B,B,B
26Q158,26,M.S. 158 Marie Curie,Marie Nappi,EMS,Middle,B,53.2,40.2,21.8,C,17.1,A,9.3,B,0,0,5,B,B,B
27Q146,27,P.S. 146 Howard Beach,James Mckeon,EMS,K-8,B,53.3,40.2,28.2,C,12.1,C,8.1,B,0,0,4.9,B,B,B
14K157,14,P.S. 157 Benjamin Franklin,Maribel Hulla,EMS,K-8,B,53.6,40.9,27.7,C,9.9,C,12.3,A,0,0,3.7,B,B,B
08X182,8,P.S. 182,Anne O'grady,EMS,Elementary,B,53.7,57.7,33.1,B,14.1,B,4.4,C,0,0,2.1,B,B,B
14K923,14,Automotive High School Yabc,David Decamp,YABC,YABC,B,54.2,0,30.4,B,8.2,B,6.4,D,3.3,C,5.9,B,B,B
03M054,3,J.H.S. 054 Booker T. Washington,Elana Elster,EMS,Middle,B,54.8,44.4,23.5,C,19.1,A,9.6,B,0,0,2.6,B,B,B
05M161,5,P.S. 161 Pedro Albizu Campos,Pamela Price Haynes,EMS,K-8,B,55.2,46.3,34.1,B,10,C,6.7,C,0,0,4.4,B,B,B
19K290,19,P.S. 290 Juan Morel Campos,Willena George,EMS,Elementary,B,55.4,62,30.9,B,13.7,B,7.7,B,0,0,3.1,B,B,B
12X214,12,P.S. 214,David Cintron,EMS,K-8,B,55.7,47.6,28.5,B,14.5,B,8.2,B,0,0,4.5,B,B,B
09X215,9,Kappa,Sheri Warren,EMS,Middle,B,55.9,46.4,29.8,B,13.5,B,9.1,B,0,0,3.5,B,B,B
24Q068,24,P.S. 068 Cambridge,Anne Marie Snadecky-Scalfaro,EMS,Elementary,B,56.1,63.9,34.8,B,13.9,B,4.8,C,0,0,2.6,B,B,B
25Q020,25,P.S. 020 John Bowne,Victoria Hart,EMS,Elementary,B,56.6,65.1,31.8,B,13.7,B,7.8,B,0,0,3.3,B,B,B
24Q077,24,I.S. 077,Joseph Miller,EMS,Middle,B,56.6,48.3,32.6,B,11.8,B,8.1,C,0,0,4.1,B,B,B
17K246,17,M.S. 246 Walt Whitman,Bently Warrington,EMS,Middle,B,57.4,50.3,35.1,B,9.7,C,8.9,B,0,0,3.7,B,B,B
09X413,9,Bronx High School for Medical Science,William Quintana,EMS,Middle,B,57.6,50.8,26.1,C,16.6,A,10.9,B,0,0,3.9,B,B,B
03M245,3,M.S. M245 The Computer School,Henry Zymeck,EMS,Middle,B,57.7,51.1,22.7,C,18.6,A,11.5,A,0,0,4.9,B,B,B
13K670,13,Benjamin Banneker Academy,Yusuf Muhammad,HS,High School,B,58.1,32.5,30.7,B,13.8,B,6.3,D,6.3,B,1,B,B,B
22K119,22,P.S. 119 Amersfort,Lisa Fernandez,EMS,Elementary,B,58.2,69.3,33.3,B,9,C,13.1,A,0,0,2.8,B,B,B
09X241,9,Urban Assembly School for Applied Math and Scien,David Krulwich,EMS,Middle,B,58.9,52.5,33.7,B,12.4,B,8.1,C,0,0,4.7,B,B,B
02M630,2,Art and Design High School,Eric Strauss,HS,High School,B,59,36.6,27.6,C,14.3,B,6.9,D,6.3,B,3.9,B,B,B
25Q165,25,P.S. 165 Edith K. Bergtraum,Raquel Victoria Demillio,EMS,Elementary,B,59.3,72.1,33.6,B,19.3,A,3,C,0,0,3.4,B,B,B
27Q045,27,P.S. 045 Clarence Witherspoon,Samantha Severin,EMS,Elementary,B,59.7,73.6,38.5,A,13.5,B,4.5,C,0,0,3.2,B,B,B
31R053,31,P.S. 053 Bay Terrace,Annette Esposito,EMS,Elementary,B,59.9,74.1,34.4,B,12,B,10.5,A,0,0,3,B,B,B
20K490,20,Fort Hamilton High School,Kaye Houlihan,HS,High School,B,60.4,41.5,30.4,B,10.5,C,9.8,C,5.6,B,4.1,B,B,B
26Q566,26,"Queens High School of Teaching, Liberal Arts and the Sciences",Jae Hyun Cho,HS,High School,B,60.4,41.5,26.2,C,14.6,B,9.1,C,6.8,B,3.7,B,B,B
84M726,84,KIPP S.T.A.R. Charter School,Orpheus Williams/Natalie Webb,EMS,Middle,B,60.4,56.2,30.9,B,12,B,11.1,B,0,0,6.4,B,B,B
08X305,8,Pablo Neruda Academy for Architecture and World Studies,Sabrina Cook,HS,High School,B,60.8,44.4,27.9,B,11.2,C,11.1,B,4.5,C,6.1,B,B,B
15K519,15,Cobble Hill School of American Studies,Annamaria Mule,HS,High School,B,60.8,44.4,27.7,B,11.8,B,12,A,4.3,C,5,B,B,B
84K517,84,Leadership Prep Bedford Stuyvesant Charter School,Sultanna Noormuhammad/Owen Losse,EMS,K-8,B,61,67.7,35.2,B,15.1,B,10.3,A,0,0,0.4,B,B,B
22K234,22,J.H.S. 234 Arthur W. Cunningham,Susan Schaeffer,EMS,Middle,B,61,57.6,31.1,B,17.8,A,9.4,B,0,0,2.7,B,B,B
21K344,21,Rachel Carson High School for Coastal Studies,Edward Wilensky,HS,High School,B,61.5,46.6,30,B,13.9,B,7.8,C,5.5,B,4.3,B,B,B
12X273,12,Frederick Douglass Academy V. Middle School,Deborah Cimini,EMS,Middle,B,61.8,60.1,35,B,14.6,B,8.7,B,0,0,3.5,B,B,B
07X500,7,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,HS,High School,B,62.2,48.5,30.4,B,13.3,B,7.6,C,7.7,A,3.2,B,B,B
31R075,31,I.S. 075 Frank D. Paulo,Kenneth Zapata,EMS,Middle,B,62.8,62.4,29.7,B,18.7,A,10.9,B,0,0,3.5,B,B,B
09X229,9,I.S. 229 Roland Patterson,Ezra Matthias,EMS,Middle,B,63.4,63.5,40,A,11.2,C,6.8,C,0,0,5.4,B,B,B
26Q415,26,Benjamin N. Cardozo High School,Gerald Martori,HS,High School,B,63.7,52.3,30.9,B,14.3,B,8,C,7,A,3.5,B,B,B
31R450,31,Curtis High School,Aurelia Curtis,HS,High School,B,63.7,52.6,27.3,C,13.4,B,10.6,B,6.9,A,5.5,B,B,B
09X517,9,Frederick Douglass Academy III Secondary School,Rahesha Amon,HS,High School,B,64,53.9,28.3,B,13.4,B,8,C,7.8,A,6.5,B,B,B
30Q145,30,I.S. 145 Joseph Pulitzer,Dolores Beckham,EMS,Middle,B,64.3,66.9,35.7,B,12.9,B,11.2,B,0,0,4.5,B,B,B
20K505,20,Franklin Delano Roosevelt High School,Steven Demarco,HS,High School,B,64.5,55,28.2,B,10.8,C,10.6,B,6.3,B,8.6,B,B,B
31R455,31,Tottenville High School,John P. Tuminaro,HS,High School,B,65.1,56.6,33,B,12.6,B,11.1,B,5.9,B,2.4,B,B,B
12X271,12,East Bronx Academy for the Future,Sarah Scrogin,HS,High School,B,65.3,56.9,24.8,C,15,A,10.9,B,5.5,B,9.1,B,B,B
02M400,2,High School for Environmental Studies,Shirley H. Matthews,HS,High School,B,65.7,58,30.9,B,14.5,B,10.1,B,6.9,A,3.3,B,B,B
09X231,9,Eagle Academy for Young Men,Jonathan Foy,HS,High School,B,65.8,59.1,27.6,C,12.6,B,11.6,B,6.2,B,7.8,B,B,B
17K590,17,Medgar Evers College Preparatory School,Dr. Michael A. Wiltshire,HS,High School,B,65.8,58.8,31.8,B,15.8,A,11.2,B,6.4,B,0.6,B,B,B
09X250,9,Eximius College Preparatory Academy: A College Board School,Jonathan Daly,HS,High School,B,66.4,60.7,31.6,B,12.2,B,13.1,A,5.8,B,3.6,B,B,B
10X331,10,The Bronx School of Science Inquiry and Investig,Serapha Cruz,EMS,Middle,B,66.5,72.5,40.1,A,10,C,12.3,A,0,0,4.1,B,B,B
10X268,10,Kingsbridge International High School,Ronald Foreman,HS,High School,B,66.7,61.8,38.2,A,7.5,C,10.6,B,4.3,C,6.1,B,B,B
14K449,14,"Brooklyn Latin School, The",Jason Griffiths,HS,High School,B,67.4,64,35.3,B,12.5,B,11.2,B,8.4,A,0,B,B,B
25Q792,25,North Queens Community High School,Winston Mccarthy,HST,High School Transfer,B,67.7,0,29,B,11,B,10,C,5.5,B,12.2,B,B,B
29Q251,29,P.S. 251 Queens,Edna Loncke,EC,K-3,B,46.2,0,20.4,B,13.8,B,7.4,C,0,0,4.6,B,B,C
22K203,22,P.S. 203 Floyd Bennett,Lisa Esposito,EMS,Elementary,B,48.8,39.7,26.7,C,10.5,C,8.7,B,0,0,2.9,B,B,C
14K297,14,P.S. 297 Abraham Stockton,James Brown,EMS,Elementary,B,51.7,50.5,31,B,12.6,B,5,C,0,0,3.1,B,B,C
