DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2011-2012 OVERALL GRADE,2011-2012 OVERALL SCORE,2011-12 OVERALL PERCENTILE,2011-2012 PROGRESS CATEGORY SCORE,2011-2012 PROGRESS GRADE,2011-2012 PERFORMANCE CATEGORY SCORE,2011-2012 PERFORMANCE GRADE,2011-2012 ENVIRONMENT CATEGORY SCORE,2011-2012 ENVIRONMENT GRADE,2011-2012 COLLEGE AND CAREER READINESS SCORE,2011-2012 COLLEGE AND CAREER READINESS GRADE,2011-2012 ADDITIONAL CREDIT,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
15K429,15,Brooklyn School for Global Studies,Joseph O'brien,EMS,Middle,1.87,C,50.8,37.3,25.4,C,15.5,B,5.8,C,,,4.0,B,B
15K442,15,New Horizons School,Deanna Sinito,EMS,Middle,1.72,B,65.0,74.3,32.3,B,17.5,A,10.0,A,,,5.2,B,B
15K443,15,New Voices School of Academic & Creative Arts,Frank Giordano,EMS,Middle,2.80,A,78.7,91.4,41.0,A,23.2,A,10.6,A,,,3.9,A,A
15K447,15,The Math & Science Exploratory School,Dawn Faraj,EMS,Middle,3.13,A,68.9,79.8,31.6,B,24.0,A,9.6,B,,,3.6,A,A
15K448,15,Brooklyn Secondary School for Collaborative Stud,Alyce Barr,EMS,Middle,2.23,A,67.3,77.4,35.3,B,19.9,A,7.7,B,,,4.4,A,B
15K462,15,Secondary School for Law,Oneatha Swinton,EMS,Middle,1.71,,.,.,.,,.,,.,,,,.,.,C
15K463,15,Secondary School for Journalism,Abbie Reif,EMS,Middle,2.10,,.,.,.,,.,,.,,,,.,.,C
15K464,15,Park Slope Collegiate,Jill Bloomberg,EMS,Middle,2.09,C,45.0,24.0,23.5,C,10.7,C,7.1,C,,,3.7,C,B
15K497,15,School for International Studies,Fred Walsh,EMS,Middle,2.32,B,54.6,49.2,28.4,C,14.1,B,7.7,B,,,4.4,C,A
15K592,15,Khalil Gibran International Academy,Winston Hamann,EMS,Middle,2.37,,.,.,.,,.,,.,,,,.,.,C
15K676,15,RED HOOK NEIGHBORHOOD SCHOOL,Rochel Brown,EMS,Elementary,67.56,B,50.2,40.5,31.2,B,9.1,C,5.4,C,,,4.5,C,.
15K821,15,Sunset Park Prep,Lola Padin,EMS,Middle,2.68,A,82.7,94.2,48.4,A,20.7,A,9.1,B,,,4.5,A,A
16K005,16,P.S. 005 Dr. Ronald Mcnair,Lena Gates,EMS,Elementary,62.65,B,62.4,70.2,39.1,A,15.2,B,4.8,D,,,3.3,C,B
16K021,16,P.S. 021 Crispus Attucks,Harold Anderson,EMS,Elementary,56.94,B,60.6,65.6,30.0,B,20.2,A,8.5,B,,,1.8,A,A
16K025,16,P.S. 025 Eubie Blake School,Anita Coley,EMS,Elementary,68.12,B,64.3,74.4,35.5,B,17.7,A,7.8,B,,,3.3,C,C
16K026,16,P.S. 026 Jesse Owens,Cynthia Celestine,EMS,Elementary,64.38,B,50.3,40.8,21.3,D,17.8,A,9.0,B,,,2.1,A,C
16K028,16,P.S. 028 The Warren Prep Academy,Sadie Silver,EMS,Elementary,59.63,B,52.3,45.4,26.6,C,16.7,A,7.7,B,,,1.3,D,B
16K035,16,M.S. 035 Stephen Decatur,Jacklyn Charles-Marcus,EMS,Middle,2.30,A,93.6,98.3,56.9,A,19.2,A,12.8,A,,,4.7,A,A
16K040,16,P.S. 040 George W. Carver,Leonie Hibbert,EMS,Elementary,62.20,A,75.8,92.8,43.0,A,17.0,A,10.8,A,,,5.0,A,A
16K057,16,J.H.S. 057 Whitelaw Reid,Celeste Douglas,EMS,Middle,2.31,C,48.9,33.2,22.8,C,14.2,B,9.9,A,,,2.0,C,C
16K081,16,P.S. 081 Thaddeus Stevens,Cheryl Ault- Barker,EMS,Elementary,69.89,A,67.2,81.0,38.0,B,17.5,A,7.6,B,,,4.1,B,B
16K243,16,P.S. 243K- The Weeksville School,Karen Hambright-Glove,EMS,Elementary,65.43,B,52.0,44.3,31.5,B,10.7,C,6.0,C,,,3.8,C,C
16K262,16,P.S. 262 El Hajj Malik El Shabazz Elementary Sch,Joeletha Ferguson,EMS,K-8,61.66,B,61.7,70.6,30.9,C,17.2,A,10.7,A,,,2.9,A,A
16K267,16,"M.S. 267 Math, Science & Technology",Patricia King,EMS,Middle,2.17,A,94.1,98.9,55.7,A,22.2,A,10.1,A,,,6.1,A,B
16K308,16,P.S. 308 Clara Cardwell,George Patterson,EMS,K-8,60.59,C,47.5,33.1,26.1,C,10.6,C,6.7,C,,,4.0,D,C
16K309,16,P.S. 309 The George E. Wibecan Preparatory Acade,Emily Zucal,EMS,Elementary,64.28,C,39.5,15.7,24.2,C,8.2,D,5.0,D,,,2.1,C,C
16K335,16,P.S. 335 Granville T. Woods,Dr. Laverne Nimmons,EMS,Elementary,65.86,A,76.9,93.3,44.3,A,21.1,A,6.8,C,,,4.6,A,B
16K385,16,"School of Business, Finance and Entrepreneurship",Glyn Marryshow,EMS,Middle,1.98,B,63.6,70.4,37.0,B,16.8,A,5.3,D,,,4.5,B,A
16K393,16,Frederick Douglass Academy IV Secondary School,Elvin Crespo,EMS,Middle,2.56,,.,.,.,,.,,.,,,,.,F,F
16K534,16,Upper School @ P.S. 25,William Cooper,EMS,Middle,2.18,D,29.9,5.5,17.7,D,6.6,D,2.8,F,,,2.8,B,C
16K584,16,M.S. 584,Gilleyan J. Hargrove,EMS,Middle,1.98,C,51.0,38.1,24.8,C,13.3,B,9.0,B,,,3.9,C,C
16K627,16,Brighter Choice Community School,Fabayo Mcintosh,EMS,Elementary,61.75,A,74.3,91.5,38.8,A,23.2,A,10.0,A,,,2.3,.,D
16K628,16,Brooklyn Brownstone School,Nakia Haskins,EMS,Elementary,54.94,B,58.1,60.3,36.5,B,11.2,C,10.1,A,,,0.3,.,.
16K636,16,Young Scholars' Academy for Discovery and Explor,Danika Lacroix,EMS,Elementary,64.67,A,75.9,93.0,41.8,A,17.7,A,12.2,A,,,4.2,A,A
17K002,17,M.S. 002,Adrienne Spencer,EMS,Middle,2.52,B,65.1,74.6,38.9,B,13.3,B,9.3,B,,,3.6,B,B
17K006,17,P.S. 006,Ellen Carlisle,EMS,Elementary,60.88,A,69.1,85.3,37.6,B,16.9,A,10.6,A,,,4.0,B,B
17K012,17,P.S. 012,Nyree Dixon,EMS,Elementary,63.32,B,61.6,68.5,35.9,B,17.1,A,5.3,C,,,3.3,C,B
17K022,17,P.S. 022,Carlen Padmore-Gateau,EMS,Elementary,61.32,,.,.,.,,.,,.,,,,.,F,C
17K061,17,M.S. 061 Dr. Gladstone H. Atwell,Sandra Taylor,EMS,Middle,2.82,C,40.6,15.8,23.1,C,9.6,C,5.7,C,,,2.2,C,C
17K091,17,P.S. 091 The Albany Avenue School,Tessa Alleyne,EMS,Elementary,64.22,C,46.7,31.6,26.9,C,9.8,C,7.0,C,,,2.9,D,C
17K092,17,P.S. 092 Adrian Hegeman,Ms. Diana Rahmaan,EMS,Elementary,58.78,D,33.4,6.7,14.2,F,9.3,C,8.3,B,,,1.6,C,C
17K138,17,P.S. 138 Brooklyn,Ms. Marie Chauvet-Monchik,EMS,K-8,58.55,A,71.6,87.5,41.4,A,16.1,A,9.3,B,,,4.8,B,A
17K161,17,P.S. 161 The Crown,Michael Johnson,EMS,K-8,52.03,F,29.1,1.3,12.0,F,8.3,D,7.1,C,,,1.6,D,C
17K167,17,P.S. 167 The Parkway,Marc Mardy,EMS,Elementary,63.50,D,25.6,2.8,16.5,D,2.9,F,3.9,D,,,2.3,C,C
17K181,17,P.S. 181 Brooklyn,Lowell Coleman,EMS,K-8,55.65,C,50.5,38.8,27.5,C,14.2,B,4.9,D,,,3.9,B,C
17K189,17,P.S. 189 Lincoln Terrace,Ms. Berthe G. Faustin,EMS,K-8,56.39,B,63.2,72.5,31.4,B,17.4,A,10.4,A,,,3.9,A,B
17K191,17,P.S. 191 Paul Robeson,Mrs. Elsi Capolongo,EMS,Elementary,68.51,B,56.0,56.2,26.9,C,15.9,B,8.1,B,,,5.1,B,C
17K221,17,P.S. 221 Toussaint L'Ouverture,Clara Moodie-Kirkland,EMS,Elementary,57.59,D,33.7,7.2,15.7,D,7.4,D,8.8,B,,,1.8,A,C
17K241,17,P.S. 241 Emma L. Johnston,Frantz Lucius,EMS,Elementary,60.97,B,58.5,61.0,27.0,C,20.2,A,9.3,B,,,2.0,A,C
17K246,17,M.S. 246 Walt Whitman,Bently Warrington,EMS,Middle,2.13,B,56.6,53.9,32.9,B,12.9,B,6.9,C,,,3.9,B,B
17K289,17,P.S. 289 George V. Brower,Mr. Dennis O. Jeffers,EMS,Elementary,59.88,B,63.4,72.0,40.8,A,13.9,B,5.4,C,,,3.3,C,B
17K316,17,P.S. 316 Elijah Stroud,Olga Maluf,EMS,Elementary,58.01,B,61.7,68.7,33.8,B,13.6,B,9.4,B,,,4.9,C,A
17K334,17,Middle School for Academic and Social Excellence,Andrea Whitehurst,EMS,Middle,2.12,D,29.2,5.3,9.8,F,9.0,C,8.6,B,,,1.8,C,B
17K340,17,I.S. 340,Mrs. Jean Williams,EMS,Middle,3.38,C,17.4,0.8,1.2,F,8.8,D,6.1,C,,,1.2,C,B
17K352,17,Ebbets Field Middle School,Margie Baker,EMS,Middle,2.18,C,47.9,31.2,28.0,C,11.6,C,4.7,D,,,3.6,B,B
17K353,17,Elijah Stroud Middle School,Claudette Essor,EMS,Middle,2.25,C,50.0,35.4,23.1,C,13.6,B,9.6,B,,,3.7,B,A
17K354,17,The School of Integrated Learning,Monique Campbell,EMS,Middle,2.01,A,102.2,100.0,59.8,A,22.0,A,13.0,A,,,7.4,B,A
17K375,17,P.S. 375 Jackie-Robinson School,Dr. Marion Wilson,EMS,Elementary,63.96,C,49.7,38.5,17.4,D,17.6,A,11.0,A,,,3.7,A,B
17K382,17,Academy for College Preparation and Career Explo,Doris Unger,EMS,Middle,2.65,C,44.4,22.7,21.9,C,13.6,B,6.7,C,,,2.1,B,D
17K394,17,M.S. K394,Ms. Claudette Murray,EMS,K-8,55.96,C,38.4,11.9,11.6,F,11.7,C,11.0,A,,,4.1,B,C
17K397,17,P.S. 397 Foster-Laurie,Nancy Colon,EMS,Elementary,56.65,C,41.2,18.0,20.2,D,11.2,C,8.3,B,,,1.5,B,B
17K398,17,P.S. 398 Walter Weaver,Diane Danay-Caban,EMS,Elementary,65.03,F,21.5,0.7,9.5,F,7.6,D,1.8,F,,,2.6,B,B
17K399,17,P.S. 399 Stanley Eugene Clark,Marion J. Brown,EMS,Elementary,54.77,B,63.5,72.3,32.4,B,21.7,A,7.9,B,,,1.4,B,A
17K484,17,Ronald Edmonds Learning Center II,Herbert Daughtry,EMS,Middle,2.19,C,46.7,27.4,21.3,D,16.5,A,5.6,C,,,3.3,A,C
17K531,17,"School for Human Rights, The",Michael Alexander,EMS,Middle,2.21,A,75.3,88.4,40.4,A,18.2,A,13.1,A,,,3.6,C,B
17K533,17,School for Democracy and Leadership,James Olearchik,EMS,Middle,2.25,B,57.5,56.1,32.8,B,17.1,A,4.5,D,,,3.1,D,C
17K543,17,"Science, Technology and Research Early College H",Dr. Eric L. Blake,EMS,Middle,3.29,B,56.2,53.0,30.0,C,15.0,B,10.1,A,,,1.1,B,C
17K587,17,Middle School for the Arts,Susan Hobson-Ransom,EMS,Middle,2.20,,.,.,.,,.,,.,,,,.,D,C
17K590,17,Medgar Evers College Preparatory School,Dr. Michael A. Wiltshire,EMS,Middle,3.81,C,51.0,38.1,23.6,C,18.0,A,8.5,B,,,0.9,C,B
18K066,18,P.S. 66,Lucille Jackson,EMS,K-8,47.44,D,32.6,6.3,7.0,F,15.4,B,9.2,B,,,1.0,B,A
18K068,18,I.S. 068 Isaac Bildersee,Merve Williams,EMS,Middle,2.33,C,41.3,17.1,21.5,D,10.5,C,6.1,C,,,3.2,B,C
18K114,18,P.S. 114 Ryder Elementary,Darwin Smith,EMS,Elementary,53.73,D,29.6,4.3,12.8,F,7.9,D,7.2,C,,,1.7,C,D
18K115,18,P.S. 115 Daniel Mucatel School,Denis Guerin,EMS,Elementary,48.27,B,52.8,47.4,29.7,C,16.8,A,5.2,D,,,1.1,B,B
18K135,18,P.S. 135 Sheldon A. Brookner,Trevlyn Mcrae,EMS,Elementary,55.63,C,42.8,21.2,18.8,D,12.1,C,10.4,A,,,1.5,B,B
18K208,18,P.S. 208 Elsa Ebeling,Ms. Kristy Parris,EMS,Elementary,49.12,C,40.9,17.7,17.3,D,12.4,B,10.1,A,,,1.0,B,B
18K211,18,I.S. 211 John Wilson,Carolyn James,EMS,Middle,2.51,A,73.7,86.5,44.8,A,17.3,A,8.2,B,,,3.4,A,B
18K219,18,P.S. 219 Kennedy-King,Ms. Winsome Smith,EMS,Elementary,59.45,C,38.2,13.8,17.5,D,11.0,C,7.4,B,,,2.3,B,C
18K233,18,P.S. 233 Langston Hughes,Denean Stephens-Spellman,EMS,Elementary,54.40,C,41.9,19.3,22.1,C,11.3,C,6.9,C,,,1.6,C,C
18K235,18,P.S. 235 Lenox School,Lisa Solitario,EMS,K-8,45.57,A,74.2,90.0,39.2,A,22.7,A,10.1,A,,,2.2,A,B
18K244,18,P.S. 244 Richard R. Green,Ms. Grace Alesia,EMS,Elementary,56.92,B,54.1,51.5,27.8,C,13.5,B,10.0,A,,,2.8,A,B
18K268,18,P.S. 268 Emma Lazarus,Vangela Kirton,EMS,Elementary,55.87,C,41.4,18.5,21.0,D,9.9,C,8.4,B,,,2.1,B,C
18K272,18,P.S. 272 Curtis Estabrook,Dakota Keyes,EMS,Elementary,58.81,B,56.8,57.9,35.1,B,9.7,C,7.5,B,,,4.5,F,C
18K276,18,P.S. 276 Louis Marshall,Yasmine Fidelia,EMS,Elementary,53.01,B,57.6,59.2,34.0,B,11.7,C,9.3,B,,,2.6,B,C
18K279,18,P.S. 279 Herman Schreiber,Lorenzo Chambers,EMS,Elementary,52.18,C,40.5,16.9,21.3,D,10.6,C,6.4,C,,,2.2,C,C
18K285,18,I.S. 285 Meyer Levin,Mr. Frederick A. Underwood,EMS,Middle,2.73,C,38.7,12.2,18.0,D,12.5,C,6.4,C,,,1.8,B,C
18K366,18,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,Ingrid Thomas-Clark,EMS,Middle,2.46,C,47.3,29.0,18.7,D,14.1,B,11.7,A,,,2.7,B,.
18K581,18,East Flatbush Community Research School,David Manning,EMS,Middle,2.14,C,46.8,27.6,25.9,C,11.2,C,6.5,C,,,3.1,D,C
18K588,18,Middle School for Art and Philosophy,Neil Mcneill Jr,EMS,Middle,2.29,C,51.4,39.5,28.0,C,13.1,B,7.4,C,,,2.9,C,C
18K598,18,Middle School of Marketing and Legal Studies,Jameela Horton-Ball,EMS,Middle,2.28,A,82.6,93.9,49.8,A,18.4,A,10.1,A,,,4.3,B,C
19K007,19,P.S. 007 Abraham Lincoln,Nydia Acevedo,EMS,Elementary,57.30,B,55.0,53.1,29.6,C,15.2,B,7.9,B,,,2.3,A,B
19K013,19,P.S. 013 Roberto Clemente,Adam Baskin,EMS,Elementary,63.29,C,38.2,13.8,18.6,D,10.6,C,6.9,C,,,2.1,C,C
19K065,19,P.S. 065,Daysi Garcia,EMS,Elementary,57.79,C,49.0,37.4,18.9,D,16.0,B,11.9,A,,,2.2,B,A
19K089,19,P.S. 089 Cypress Hills,Irene Leon,EMS,K-8,64.52,A,66.1,80.6,38.2,B,10.6,C,11.1,A,,,6.2,B,B
19K108,19,P.S. 108 Sal Abbracciamento,Constance Hahn,EMS,Elementary,61.17,A,67.9,82.1,39.5,A,17.4,A,7.5,B,,,3.5,B,B
19K149,19,P.S. 149 Danny Kaye,Enid Silvera,EMS,Elementary,63.56,A,67.8,81.6,39.6,A,16.7,A,7.4,B,,,4.1,C,C
19K158,19,P.S. 158 Warwick,Audrey Wilson,EMS,Elementary,64.50,C,45.8,28.4,25.6,C,11.9,C,4.7,D,,,3.6,B,C
19K159,19,P.S. 159 Isaac Pitkin,Monica Duncan,EMS,Elementary,47.83,C,45.1,25.7,27.2,C,9.0,C,6.6,C,,,2.3,B,C
19K166,19,J.H.S. 166 George Gershwin,Maria Ortega,EMS,Middle,1.91,C,39.6,14.1,23.1,C,10.1,C,3.3,F,,,3.1,C,C
19K171,19,I.S. 171 Abraham Lincoln,Barbara Kendall,EMS,Middle,2.75,D,35.5,9.4,20.0,D,7.3,D,6.1,C,,,2.1,F,C
19K174,19,P.S. 174 Dumont,Ingrid Mason,EMS,K-8,66.74,D,32.4,5.6,13.6,F,8.0,D,8.7,B,,,2.1,C,C
19K190,19,P.S. 190 Sheffield,Stephaun Hill,EMS,Elementary,63.24,F,23.8,1.5,9.7,F,6.6,D,5.8,C,,,1.7,B,A
19K202,19,P.S. 202 Ernest S. Jenkyns,Pauline Smith-Gayle,EMS,K-8,62.89,D,32.0,5.0,13.4,F,11.2,C,5.3,D,,,2.1,D,C
19K213,19,P.S. 213 New Lots,Anne Lee Bernard,EMS,Elementary,63.21,B,52.0,44.3,32.7,B,12.5,B,4.1,D,,,2.7,D,C
19K214,19,P.S. 214 Michael Friedsam,Patricia Tubridy,EMS,Elementary,43.01,B,50.9,42.0,26.8,C,12.6,B,9.4,B,,,2.1,B,B
19K218,19,J.H.S. 218 James P. Sinnott,Valena Welch Woodley,EMS,Middle,2.28,C,47.7,30.7,23.1,C,14.8,B,6.6,C,,,3.2,B,B
19K224,19,P.S. 224 Hale A. Woodruff,George Andrews,EMS,Elementary,60.04,F,21.8,0.8,10.5,F,5.4,F,4.0,D,,,1.9,C,B
19K260,19,P.S. 260 Breuckelen,Sabrina Fleming,EMS,Elementary,60.48,,.,.,.,,.,,.,,,,.,.,D
19K273,19,P.S. 273 Wortman,Melessa Avery,EMS,Elementary,56.74,D,34.6,8.4,15.1,F,9.6,C,8.3,B,,,1.6,C,C
19K290,19,P.S. 290 Juan Morel Campos,Willena George,EMS,Elementary,58.58,B,55.1,53.6,28.0,C,14.9,B,9.6,B,,,2.6,B,B
19K292,19,J.H.S. 292 Margaret S. Douglas,Gloria Williams Nandan,EMS,Middle,2.51,C,46.1,26.2,26.8,C,12.4,C,4.8,D,,,2.1,B,C
19K302,19,J.H.S. 302 Rafael Cordero,Lisa Linder,EMS,Middle,2.47,F,22.8,2.8,12.8,F,4.8,F,3.1,F,,,2.1,C,D
19K306,19,P.S. 306 Ethan Allen,Lawrence Burroughs,EMS,K-8,62.99,C,47.9,35.0,30.3,C,10.7,C,3.0,F,,,3.9,F,B
19K311,19,Essence School,Claudy Makelele,EMS,Middle,2.47,C,43.0,19.6,25.8,C,8.8,D,6.2,C,,,2.2,C,B
19K328,19,P.S. 328 Phyllis Wheatley,Douglas Avila,EMS,K-8,67.79,C,38.2,11.3,22.2,D,6.6,F,6.3,C,,,3.1,D,B
19K345,19,P.S. 345 Patrolman Robert Bolden,Wanda Holt,EMS,Elementary,61.45,B,54.9,52.6,36.3,B,9.4,C,6.1,C,,,3.1,C,B
19K346,19,P.S. 346 Abe Stark,Kevin Caifa,EMS,Elementary,52.21,C,45.6,27.5,19.6,D,12.8,B,10.6,A,,,2.6,C,C
19K364,19,I.S. 364 Gateway,Dale Kelly,EMS,Middle,2.71,C,39.7,14.9,17.0,D,14.0,B,6.6,C,,,2.1,C,B
19K409,19,East New York Family Academy,Sheila Richards,EMS,Middle,3.26,A,76.4,88.7,51.6,A,16.5,A,7.9,B,,,0.4,A,B
19K452,19,Frederick Douglass Academy VIII Middle School,Yolanda Martin,EMS,Middle,3.09,B,61.4,65.2,32.5,B,15.1,B,12.0,A,,,1.7,B,B
19K677,19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Judy Touzin,EMS,Elementary,60.40,F,23.4,1.0,9.1,F,5.5,F,7.6,B,,,1.2,C,.
19K678,19,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Rose Anne Gonzalez,EMS,Middle,2.12,B,53.9,47.0,27.0,C,15.0,B,8.4,B,,,3.5,B,.
20K030,20,I.S. 30 Mary White Ovington,Carol Heeraman,EMS,Middle,3.01,B,52.5,43.9,26.4,C,16.3,A,7.6,C,,,2.2,B,A
20K048,20,P.S. 048 Mapleton,Diane Picucci,EMS,Elementary,30.17,B,49.8,39.5,24.3,C,14.9,B,7.0,C,,,3.6,A,B
20K062,20,J.H.S. 062 Ditmas,Barry Kevorkian,EMS,Middle,2.43,B,60.2,61.1,30.5,C,16.4,A,10.2,A,,,3.1,B,A
20K069,20,P.S. 69 Vincent D. Grippo School,Jaynemarie Capetanakis,EMS,Elementary,30.96,A,65.6,77.4,38.7,B,11.9,C,11.6,A,,,3.4,A,A
20K102,20,P.S. 102 The Bayview,Ms. Theresa Dovi,EMS,Elementary,28.35,B,61.7,69.0,31.9,B,19.6,A,7.5,B,,,2.7,B,B
20K104,20,P.S./I.S. 104 The Fort Hamilton School,Ms. Marie Dibella,EMS,K-8,25.57,B,58.9,63.1,29.7,C,17.3,A,9.3,B,,,2.7,B,A
20K105,20,P.S. 105 The Blythebourne,Johanna Castronovo,EMS,Elementary,27.17,B,64.0,73.4,40.6,A,12.7,B,7.6,B,,,3.1,A,A
20K112,20,P.S. 112 Lefferts Park,Louise Verdemare (Alfano),EMS,Elementary,31.31,A,73.4,90.7,40.7,A,20.7,A,9.0,B,,,3.0,A,B
20K127,20,P.S. 127 Mckinley Park,Agatha Alicandro,EMS,Elementary,28.59,B,50.5,41.2,25.0,C,13.7,B,8.6,B,,,3.2,B,D
20K160,20,P.S. 160 William T. Sampson,Margaret Russo,EMS,Elementary,33.09,A,65.0,75.7,38.3,B,13.7,B,9.6,B,,,3.4,C,B
20K163,20,P.S. 163 Bath Beach,Maryann Wasmuth,EMS,K-8,34.34,A,81.3,96.9,49.3,A,15.2,B,11.9,A,,,4.9,A,A
20K164,20,P.S. 164 Caesar Rodney,Margaret Choy-Shan,EMS,Elementary,49.03,B,62.5,70.7,30.2,B,15.8,B,12.9,A,,,3.6,A,A
20K170,20,Ralph A. Fabrizio School,Zhen (Tony) Wu,EMS,Elementary,32.24,A,68.6,84.4,39.4,A,17.5,A,8.6,B,,,3.1,B,B
20K176,20,P.S. 176 Ovington,Elizabeth Culkin,EMS,Elementary,31.05,A,68.1,82.8,33.6,B,22.1,A,10.2,A,,,2.2,A,A
20K179,20,P.S. 179 Kensington,Bernadette Amato,EMS,Elementary,40.59,C,46.8,32.3,30.6,B,7.2,D,5.4,C,,,3.5,C,C
20K180,20,The SEEALL Academy,Gary Williams,EMS,K-8,28.00,B,61.6,70.0,36.1,B,13.5,B,8.2,B,,,3.7,B,B
20K185,20,P.S. 185 Walter Kassenbrock,Kenneth Llinas,EMS,Elementary,18.14,A,66.7,79.8,38.2,B,16.0,B,10.5,A,,,2.0,C,C
20K186,20,P.S. 186 Dr. Irving A Gladstone,Bayan (Ebeid) Cadotte,EMS,Elementary,31.83,A,71.0,87.5,42.3,A,17.1,A,8.8,B,,,2.8,B,B
20K187,20,The Christa McAuliffe School\I.S. 187,Justin Berman,EMS,Middle,3.95,A,84.7,95.6,48.2,A,24.2,A,11.2,A,,,1.0,A,A
20K192,20,P.S. 192 - The Magnet School for Math and Scienc,Liset Isaac,EMS,K-8,46.15,A,66.4,81.9,38.6,A,11.4,C,9.7,A,,,6.7,A,A
20K200,20,P.S. 200 Benson School,Javier Muniz,EMS,Elementary,27.06,C,46.4,30.5,27.6,C,13.5,B,3.7,F,,,1.6,A,B
20K201,20,J.H.S. 201 The Dyker Heights,Ms. Madeleine Brennan,EMS,Middle,3.16,A,69.9,81.8,39.8,A,18.4,A,8.9,B,,,2.8,A,A
20K204,20,P.S. 204 Vince Lombardi,Nancy Tomasuolo,EMS,Elementary,21.46,B,54.0,51.0,27.9,C,15.5,B,9.3,B,,,1.3,B,A
20K205,20,P.S. 205 Clarion,Beth Grater,EMS,Elementary,35.81,A,66.0,78.4,42.2,A,15.5,B,4.4,D,,,3.8,A,B
20K220,20,J.H.S. 220 John J. Pershing,Loretta Witek,EMS,Middle,2.69,B,57.2,55.3,32.5,B,13.0,B,8.1,B,,,3.6,C,B
20K223,20,J.H.S. 223 The Montauk,Andrew Frank,EMS,Middle,2.61,A,73.0,84.8,45.0,A,14.5,B,9.8,A,,,3.7,A,B
20K227,20,J.H.S. 227 Edward B. Shallow,Brenda D. Champion,EMS,Middle,2.67,B,51.7,40.1,28.2,C,13.5,B,6.7,C,,,3.3,A,B
20K229,20,P.S. 229 Dyker,Robert Zappulla,EMS,K-8,17.83,B,56.0,56.9,30.0,C,16.7,A,6.3,C,,,3.0,B,B
20K247,20,P.S. 247 Brooklyn,Christopher E. Ogno,EMS,Elementary,26.53,A,89.4,98.7,52.8,A,24.6,A,8.0,B,,,3.9,A,A
20K259,20,J.H.S. 259 William Mckinley,Janice Geary,EMS,Middle,2.94,A,73.1,85.6,40.9,A,17.9,A,11.2,A,,,3.1,A,A
20K503,20,PS 503: The School of Discovery,Bernadette Fitzgerald,EMS,Elementary,63.09,B,64.5,74.8,37.1,B,12.7,B,10.3,A,,,4.4,B,B
20K506,20,P.S. 506: The School of Journalism & Technology,Lisa Sarnicola,EMS,Elementary,51.99,B,55.7,54.6,32.0,B,9.7,C,10.5,A,,,3.5,B,B
20K609,20,Urban Assembly School for Criminal Justice,Mariela Graham,EMS,Middle,2.46,B,55.7,51.9,29.0,C,14.0,B,9.7,B,,,3.0,A,B
21K090,21,P.S. 90 Edna Cohen School,Greta Hawkins,EMS,Elementary,50.85,B,56.3,56.4,34.4,B,13.9,B,3.7,F,,,4.3,A,B
21K095,21,P.S. 095 The Gravesend,Janet Ndzibah,EMS,K-8,40.02,B,63.1,71.3,37.0,B,13.9,B,8.0,B,,,4.2,C,C
21K096,21,I.S. 096 Seth Low,Denise Sandra Levinsky,EMS,Middle,2.55,C,45.9,25.7,22.3,C,14.3,B,6.1,C,,,3.1,B,B
21K097,21,P.S. 97 The Highlawn,Kristine Mustillo,EMS,Elementary,28.55,B,57.1,58.2,28.7,C,15.5,B,10.3,A,,,2.6,A,A
21K098,21,I.S. 98 Bay Academy,Maria Timo,EMS,Middle,3.51,A,74.0,87.6,41.9,A,20.5,A,9.5,B,,,2.0,A,A
21K099,21,P.S. 099 Isaac Asimov,Gregory Pirraglia,EMS,K-8,37.10,A,83.0,97.5,50.6,A,14.8,B,11.1,A,,,6.5,A,A
21K100,21,P.S. 100 The Coney Island School,Katherine A. Moloney,EMS,Elementary,20.76,C,46.9,32.6,23.5,C,15.5,B,5.4,C,,,2.5,C,B
21K101,21,P.S. 101 The Verrazano,Gregg Korrol,EMS,Elementary,26.33,A,65.9,78.2,36.1,B,16.1,A,11.2,A,,,2.5,B,B
21K121,21,P.S. 121 Nelson A. Rockefeller,Jayme Perlman,EMS,K-8,39.13,A,70.3,84.4,37.8,B,17.1,A,10.1,A,,,5.3,A,A
21K128,21,P.S. 128 Bensonhurst,Marcia Robins,EMS,Elementary,31.46,B,51.9,43.8,25.7,C,11.8,C,10.9,A,,,3.5,B,B
21K153,21,P.S. 153 Homecrest,Carl Santamaria,EMS,Elementary,34.66,C,46.8,32.3,24.7,C,12.3,C,6.2,C,,,3.6,C,B
21K177,21,P.S. 177 The Marlboro,Shoshana Singer,EMS,Elementary,34.96,B,55.3,53.9,28.5,C,14.9,B,9.1,B,,,2.8,B,A
21K188,21,P.S. 188 Michael E. Berdy,Frederick M. Tudda,EMS,Elementary,57.11,C,42.6,20.8,22.5,C,8.5,D,7.2,C,,,4.4,A,C
21K199,21,P.S. 199 Frederick Wachtel,Rosalia Bacarella,EMS,Elementary,32.88,B,60.0,64.1,35.5,B,14.8,B,6.2,C,,,3.5,B,B
