the_geom,ats_code,boro,boronum,loc_code,schoolname,sch_type,managed_by,geo_distri,admin_dist,address,state_code,zip,principal,prin_ph,fax,grades,city,cartodb_id,created_at,updated_at
0101000020E6100000C1934EF2FB7B52C0F63D7DBE1B6B4440,06M326      ,M,1,M326,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,SHARON WEISSBROT,917-521-1875,917-521-1750,"06,07,08,SE",MANHATTAN,569,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000D65638CFF7B52C04B77F2191E6B4440,06M328      ,M,1,M328,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,JORGE ESTRELLA,917-521-2508,917-521-7797,"06,07,08,SE",MANHATTAN,570,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000003937139DC87C52C0B825697E34664440,84M329,M,1,M329,HARLEM LINK CHARTER SCHOOL,Elementary,2,3,84,20 WEST 112 STREET,NY,10026,Steven Evangelista/Margare*,212-289-3249,212-289-3686,"0K,01,02,03,04,05,SE",MANHATTAN,571,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B4EA48708C7E52C0517661551E5C4440,84M330,M,1,M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,Elementary,2,1,84,442 EAST HOUSTON STREET,NY,10002,Anne Lackritz/Ian Rowe,212-388-0241,212-388-1086,"0K,01,02,03,04,05,06,SE",MANHATTAN,572,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000AFC17A031F7F52C0E8E03EB9515B4440,01M332      ,M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,1,1,220 HENRY STREET,NY,10002,Laura Peynado,212-267-5701,212-349-8224,"06,07,08,SE",MANHATTAN,573,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006D8560D91E7E52C0703C24A74C654440,03M333      ,M,1,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,K-8,1,3,3,154 WEST  93 STREET,NY,10025,SUSAN RAPPAPORT,212-222-1450,212-222-1828,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,574,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000006D3562C977E52C0208F6289F9634440,03M334      ,M,1,M334,THE ANDERSON SCHOOL,K-8,1,3,3,100 WEST  77 STREET,NY,10024,JODI HYDE,212-595-7193,212-496-2854,"0K,01,02,03,04,05,06,07,08",MANHATTAN,575,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A863D7ABBD7B52C0A330293F52664440,84M335,M,1,M335,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,Secondary School,2,4,84,2351 1ST AVENUE,NY,10035,Sam Fragomeni,646-812-9400,212-996-1626,"05,06,07,08,09,10",MANHATTAN,576,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002A63B2093E7D52C0C8913F4EEA684440,84M336,M,1,M336,KIPP INFINITY CHARTER SCHOOL,K-12 all grades,2,5,84,625 WEST 133 STREET,NY,10027,Joseph Negron,212-991-2600,212-234-8396,"0K,05,06,07,08,09,10,SE",MANHATTAN,577,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000DAED65D5377C52C0BDC792848A644440,84M337,M,1,M337,NEW YORK CITY CENTER FOR AUTISM CHARTER SCHOOL,Ungraded,2,4,84,433 EAST 100 STREET,NY,10029,Julie Fisher,212-860-2580,212-860-2960,"0K,02,03,04,05,06,07,09,SE",MANHATTAN,578,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000095B2E670197C52C064C5330C4E674440,84M341,M,1,M341,HARLEM CHILDREN'S ZONE/PROMISE ACADEMY II,Elementary,2,5,84,2005 MADISON AVENUE,NY,10035,Kathleen Fernald/Sheryl Ra*,917-492-1481,917-492-1576,"0K,01,02,03,04,05,06",MANHATTAN,579,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000037E148EA187F52C0664CA8A0525B4440,01M345      ,M,1,M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LA",Junior High-Intermediate-Middle,1,1,1,220 HENRY STREET,NY,10002,JUDITH DE LOS SANTOS,212-227-0762,212-577-9785,"06,07,08,SE",MANHATTAN,580,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006EC26867CD7E52C0937D8586805E4440,02M347      ,M,1,M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,K-8,1,2,2,223 EAST 23 STREET,NY,10010,David Bowell,917-326-6609,NULL,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,581,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000017482D3D927B52C0E4153E28AE6C4440,06M348      ,M,1,M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,Secondary School,1,6,6,511 WEST 182ND STREET,NY,10033,BRETT KIMMEL,212-781-0524,212-781-0742,"06,07,08,09,10,11,SE",MANHATTAN,582,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A30535B1AC7C52C0E3ACE795C1664440,84M351,M,1,M351,HARLEM SUCCESS ACADEMY 1 CHARTER SCHOOL,Secondary School,2,3,84,34 WEST 118 STREET,NY,10026,Jackie Albers,646-277-7170,212-457-5659,"0K,01,02,03,04,05,SE",MANHATTAN,583,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BBB7E017817C52C097138496176A4440,84M353,M,1,M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL,Secondary School,2,6,84,1818 AMSTERDAM AVENUE,NY,10031,Lisa Hackett/Kaye Houlihan,212-283-5400,212-283-9999,"05,06,07,08,09,10,11,12",MANHATTAN,584,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000078E230439C7E52C0573A077C225D4440,01M361      ,M,1,M361,THE CHILDREN'S WORKSHOP SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,MARIA VELEZ CLARKE,212-614-9531,212-614-9462,"PK,0K,01,02,03,04,05,SE",MANHATTAN,585,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C213E2D92F7D52C0857D28FBC5674440,05M362      ,M,1,M362,COLUMBIA SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,5,5,425 WEST 123 STREET,NY,10027,Gary Biester,212-666-1278,212-666-3805,"06,07,08,09,SE",MANHATTAN,586,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000065876B4E1D7F52C051C3329FB75C4440,01M363      ,M,1,M363,NEIGHBORHOOD SCHOOL,Elementary,1,1,1,121 EAST  3 STREET,NY,10009,MILO NOVELO,212-387-0195,212-387-0198,"PK,0K,01,02,03,04,05,SE",MANHATTAN,587,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000AE85D976CD7E52C02F25B1E4AE5C4440,01M364      ,M,1,M364,EARTH SCHOOL,Elementary,1,1,1,600 EAST  6 STREET,NY,10009,ALISON GAIL HAZUT,212-477-1735,212-477-2396,"PK,0K,01,02,03,04,05,SE",MANHATTAN,588,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000046D878602B7D52C089CCD02567684440,05M367      ,M,1,M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,1,5,5,509 WEST 129 STREET,NY,10027,Rhokeisha Ford,212-234-3102,212-234-8597,"06,07,08,09,10,11,12,SE",MANHATTAN,589,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000077065442277D52C0A42C2FDB63684440,05M369      ,M,1,M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,High school,1,5,5,509 WEST 129 STREET,NY,10027,FIA DAVIS,212-234-4631,212-234-4975,"09,10,11,12,SE",MANHATTAN,590,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E54EEB0B487C52C0ABE44D3A74654440,04M372      ,M,1,M372,ESPERANZA PREPATORY ACADEMY,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,Alex Estrella,212-722-6507,212-722-6717,"06,07,08,SE",MANHATTAN,591,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D958C0592F7F52C064FA5533275E4440,02M374      ,M,1,M374,GRAMERCY ARTS HIGH SCHOOL,High school,1,2,2,40 IRVING PLACE,NY,10003,DENISE DICARLO,212-253-7076,212-253-8095,"09,10,11,12,SE",NEW YORK,592,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A44D7D6B717C52C0686CBA92DE654440,04M375      ,M,1,M375,MOSAIC PREPARATORY ACADEMY,Elementary,1,4,4,141 EAST 111 STREET,NY,10029,LISETTE CAESAR,212-722-3109,212-722-3167,"PK,0K,01,02,03,04,05,SE",MANHATTAN,593,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B6773103508052C059BE1866BA5C4440,02M376      ,M,1,M376,NYCISCHOOL,High school,1,2,2,131 AVENUE OF THE AMERICAS,NY,10013,Alisa Berger,917-237-7300,212-219-0743,"09,10,11,SE",MANHATTAN,594,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A4D239BB517C52C0CBD3842180644440,04M377      ,M,1,M377,RENAISSANCE SCHOOL OF THE ARTS,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,TAMMY PATE,212-369-1564,212-369-1693,"06,07,08,SE",MANHATTAN,595,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009B5B28A01A7F52C04CFAE30D375C4440,01M378      ,M,1,M378,SCHOOL FOR GLOBAL LEADERS,Junior High-Intermediate-Middle,1,1,1,145 STANTON STREET,NY,10002,CARRY CHAN,212-260-5375,212-260-7386,"06,07,08,SE",MANHATTAN,596,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007C017CC94C7C52C0969F99B977654440,04M381      ,M,1,M381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,LUIS GENAO,212-289-4204,212-289-4301,"06,07,08,SE",MANHATTAN,597,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000024903E3F777C52C0050B67C5ED644440,84M382,M,1,M382,DREAM CHARTER SCHOOL,Early Childhood,2,4,84,232 EAST 103 STREET,NY,10029,Eve Colavito,212-722-0232,212-348-5979,"0K,01,02,03,SE",MANHATTAN,598,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007731F9B1747C52C0E208AE2CE1654440,84M385,M,1,M385,HARLEM SUCCESS ACADEMY 3 CHARTER SCHOOL,Early Childhood,2,4,84,141 EAST 111 STREET,NY,10029,Emily Rodriguez,646-747-6700,646-478-9492,"0K,01,02,03,SE",MANHATTAN,599,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F25D6D83867C52C0D889D12A53684440,84M388,M,1,M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,Junior High-Intermediate-Middle,2,5,84,222 WEST 134 STREET,NY,10030,Ventura Rodriguez,212-283-1204,212-283-1207,"05,06,07,08,SE",MANHATTAN,600,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000216CE863407F52C03867E16D49624440,02M400      ,M,1,M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,High school,1,2,2,448 WEST 56 STREET,NY,10019,Shirley H. Matthews,212-262-8113,212-262-0702,"09,10,11,12,SE",NEW YORK,601,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D680449BF77452C0C8CBFCE2786A4440,75M401      ,X,2,M401,HOSPITAL SCHOOLS,K-12 all grades,1,8,75,3450 EAST TREMONT AVENUE,NY,10465,MARY MAHER,718-794-7260,718-794-7263,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BRONX,602,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000FBAF3963E87E52C0F4193AD8C55D4440,02M407      ,M,1,M407,INSTITUTE FOR COLLABORATIVE EDUCATION,Secondary School,1,2,2,345 EAST  15TH STREET,NY,10003,JOHN PETTINATO,212-475-7972,212-475-0459,"06,07,08,09,10,11,12",MANHATTAN,603,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000954B0D38437F52C0E12B4A3076614440,02M408      ,M,1,M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Secondary School,1,2,2,328 WEST  48 STREET,NY,10036,KEITH RYAN,212-247-8652,212-247-7514,"06,07,08,09,10,11,12",MANHATTAN,604,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E435B586258052C025F5F5CC055F4440,02M412      ,M,1,M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,High school,1,2,2,333 WEST  17 STREET,NY,10011,BROOKE JACKSON,212-691-6119,212-691-2147,"09,10,11,12,SE",MANHATTAN,605,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004347372D0F7F52C047BCB1C59A5E4440,02M413      ,M,1,M413,SCHOOL OF THE FUTURE HIGH SCHOOL,Secondary School,1,2,2,127 EAST  22 STREET,NY,10010,STACY PAIGE GOLDSTEIN,212-475-8086,212-475-9273,"06,07,08,09,10,11,12,SE",MANHATTAN,606,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007AB0A952298052C044ED4CEB085F4440,02M414      ,M,1,M414,N.Y.C. MUSEUM SCHOOL,High school,1,2,2,333 WEST  17 STREET,NY,10011,DARLENE MILLER,212-675-6206,212-675-6524,"09,10,11,12,SE",MANHATTAN,607,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002B16C208137D52C02C5ED486BD664440,03M415      ,M,1,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,HERMA HALL,212-749-5800,212-749-6463,"06,07,08,09,10,11,12,SE",MANHATTAN,608,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000247693D2027D52C05750DC8597624440,02M416      ,M,1,M416,ELEANOR ROOSEVELT HIGH SCHOOL,High school,1,2,2,411 EAST 76 STREET,NY,10021,DIMITRI SALIANI,212-772-1220,212-772-1440,"09,10,11,12",MANHATTAN,609,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004CC64FBBB88052C038423970325A4440,02M418      ,M,1,M418,MILLENNIUM HIGH SCHOOL,High school,1,2,2,75 BROAD STREET,NY,10004,ROBERT RHODES,212-825-9008,212-825-9095,"09,10,11,12,SE",MANHATTAN,610,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000069E58702B8052C0067FC45E305F4440,02M419      ,M,1,M419,LANDMARK HIGH SCHOOL,High school,1,2,2,351 WEST  18 STREET,NY,10011,TREVOR NAIDOO,212-647-7410,212-647-7416,"09,10,11,12,SE",MANHATTAN,611,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000050F0A7F7E07E52C0810B6C08C05D4440,02M420      ,M,1,M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,High school,1,2,2,345 EAST  15TH STREET,NY,10003,ROBERT GENTILE,212-780-9175,212-979-7261,"09,10,11,12,SE",MANHATTAN,612,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000062CAFF1CB8052C0836BF3A0BF5A4440,02M425      ,M,1,M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,High school,1,2,2,90 TRINITY PLACE,NY,10006,LAWRENCE PENDERGAST,212-346-0007,212-346-0612,"09,10,11,12,SE",MANHATTAN,613,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000DF3BE2FB87F52C007CDEA8B485E4440,02M429      ,M,1,M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,High school,1,2,2,34 WEST  14 STREET,NY,10011,JOAN MOSELY,212-645-1980,212-645-2596,"09,10,11,12,SE",MANHATTAN,614,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004E8663FBBB7B52C0539FA514A2654440,04M435      ,M,1,M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,High school,1,4,4,260 PLEASANT AVENUE,NY,10029,JOSE DAVID JIMENEZ,212-876-4639,212-996-5946,"09,10,11,12,SE",MANHATTAN,615,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F0D814897D7F52C09C0274B1F75E4440,02M439      ,M,1,M439,MANHATTAN VILLAGE ACADEMY,High school,1,2,2,43 WEST  22 STREET,NY,10010,HECTOR GEAGER,212-242-8752,212-242-7630,"09,10,11,12,SE",MANHATTAN,616,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008BC7D0BF248052C084AF4E571E5F4440,02M440      ,M,1,M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,High school,1,2,2,351 WEST  18 STREET,NY,10011,Lisa Ostrom,212-675-5350,212-255-5701,"09,10,11,12,SE",MANHATTAN,617,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F92E0E79567F52C0F0062EF6895E4440,02M442      ,M,1,M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",K-12 all grades,1,2,2,890 BROADWAY,NY,10003,ROY ONEILL,212-254-1803,212-477-5048,"04,05,06,07,08",MANHATTAN,618,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002BD44613FA7E52C05D1750F92D5B4440,01M448      ,M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,High school,1,1,1,200 MONROE STREET,NY,10002,Elizabeth Collins,212-962-4341,212-267-5611,"09,10,11,12,SE",MANHATTAN,619,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F1D2050D6C7D52C0A194FD20FA614440,02M449      ,M,1,M449,VANGUARD HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,LOUIS DELGADO,212-517-5175,212-517-5334,"09,10,11,12,SE",MANHATTAN,620,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C57D6AF6DE7E52C0B45D9744585D4440,01M450      ,M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,Secondary School,1,1,1,420 EAST 12 STREET,NY,10009,MARK FEDERMAN,212-460-8467,212-260-9657,"06,07,08,09,10,11,12,SE",MANHATTAN,621,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A266BB04707D52C08D9381FFFC614440,02M459      ,M,1,M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,ALAN KRULL,212-517-6728,212-517-7147,"09,10,11,12",MANHATTAN,622,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000723459C2317F52C038AD9912205E4440,02M460      ,M,1,M460,WASHINGTON IRVING HIGH SCHOOL,High school,1,2,2,40 IRVING PLACE,NY,10003,BERNARDO ASCONA,212-674-5000,212-673-9569,"09,10,11,12,SE",NEW YORK,623,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000004D2774D477B52C002CF1CDA776D4440,06M462      ,M,1,M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,Peter Sloman,212-927-1841,212-927-2388,"09,10,11,12,SE",MANHATTAN,624,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006144487B4D7B52C006340D457D6D4440,06M463      ,M,1,M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,Ronni Michelen,212-927-1841,212-927-2326,"09,10,11,12,SE",MANHATTAN,625,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A86BB0044A7B52C00B6D194A876D4440,06M467      ,M,1,M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,NICHOLAS POLITIS,212-927-2380,212-781-9516,"09,10,11,12,SE",MANHATTAN,626,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E682EB94427B52C087BAF058826D4440,06M468      ,M,1,M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,High school,1,6,6,549 AUDUBON AVENUE,NY,10040,HARRIS MARMOR,212-927-1841,212-927-2179,"09,10,11,12,SE",MANHATTAN,627,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F0D97E3E177C52C069AC972654674440,05M469      ,M,1,M469,CHOIR ACADEMY OF HARLEM,Secondary School,1,5,5,2005 MADISON AVENUE,NY,10035,Dr. A. Ellen Parris,212-289-6227,212-289-4195,"06,07,08,09,10,11,12,SE",MANHATTAN,628,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000037E76F1E547E52C08D01BCA390644440,03M470      ,M,1,M470,LOUIS D. BRANDEIS HIGH SCHOOL,High school,1,3,3,145 WEST  84 STREET,NY,10024,Arleen Liquori,917-441-5600,212-877-1959,"09,10,11,12,SE",MANHATTAN,629,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000020C77F03DF8052C04877B095E45B4440,02M475      ,M,1,M475,STUYVESANT HIGH SCHOOL,High school,1,2,2,345 CHAMBERS STREET,NY,10282,STANLEY TEITEL,212-312-4800,212-587-3874,"09,10,11,12",MANHATTAN,630,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F9C21966417F52C0343E58F3E3624440,03M479      ,M,1,M479,BEACON HIGH SCHOOL,High school,1,3,3,227-243 WEST 61ST STREET,NY,10023,RUTH LACEY,212-245-2807,212-245-2179,"09,10,11,12,SE",MANHATTAN,631,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000A44BA16127F52C028284EDC11634440,03M485      ,M,1,M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,High school,1,3,3,100 AMSTERDAM AVENUE,NY,10023,Kim Bruno,212-496-0700,212-724-5748,"09,10,11,12",MANHATTAN,632,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000ED8A6A26C98052C0891C2DBDC95A4440,02M489      ,M,1,M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,High school,1,2,2,100 TRINITY PLACE,NY,10006,MICHAEL  STANZIONE,212-346-0708,212-346-0712,"09,10,11,12,SE",MANHATTAN,633,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000CFC8E8FE1B7F52C0874F1B2C32634440,03M492      ,M,1,M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,MIRIAM NIGHTENGALE,212-501-1201,212-501-1195,"09,10,11,12,SE",MANHATTAN,634,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000EE749B97167F52C0E2F06A4035634440,03M494      ,M,1,M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,High school,1,3,3,122 AMSTERDAM AVENUE,NY,10023,Anne Geiger,212-501-1198,917-441-3693,"09,10,11,12,SE",MANHATTAN,635,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B242262B6B7C52C0DA3E314A25654440,04M495      ,M,1,M495,PARK EAST HIGH SCHOOL,High school,1,4,4,230-34 EAST 105 STREET,NY,10029,KEVIN MCCARTHY,212-831-1517,212-348-6097,"09,10,11,12,SE",MANHATTAN,636,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000DD64C949BB7C52C072F2432396654440,04M497      ,M,1,M497,CENTRAL PARK EAST I,Elementary,1,4,4,1573 MADISON AVENUE,NY,10029,Julie Zuckerman,212-860-5821,212-860-6017,"PK,0K,01,02,03,04,05,SE",MANHATTAN,637,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C9C1C514F17B52C0F6522E347D694440,05M499      ,M,1,M499,FREDERICK DOUGLASS ACADEMY,Secondary School,1,5,5,2581 7TH AVENUE,NY,10039,GREGORY HODGE,212-491-4107,212-491-4414,"06,07,08,09,10,11,12,SE",MANHATTAN,638,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004518A2F7C37E52C0DCBC68168D5F4440,02M500      ,M,1,M500,UNITY CENTER FOR URBAN TECHNOLOGIES,High school,1,2,2,111 EAST  33 STREET,NY,10016,FAUSTO DE LA ROSA,212-343-8038,212-343-8044,"09,10,11,12,SE",MANHATTAN,639,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009B3BEB28618052C0D47619A0525D4440,75M501      ,M,1,M501,HOME INSTRUCTION,K-12 all grades,1,2,75,250 WEST HOUSTON STREET,NY,10014,SANDRA LEDESMA,646-486-3557,646-486-3556,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,640,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007C9ACE09DF7D52C0034316830A664440,03M505      ,M,1,M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,High school,1,3,3,140 WEST 102 STREET,NY,10025,JEAN MCTAVISH,212-678-7300,212-678-7380,"09,10,11,12,SE",MANHATTAN,641,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000987B45051C7F52C0E18169DD2F5C4440,01M509      ,M,1,M509,MARTA VALLE SECONDARY SCHOOL,High school,1,1,1,145 STANTON STREET,NY,10002,Mimi Fortunato,212-473-8152,212-475-7588,"09,10,11,12,SE",MANHATTAN,642,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000060845DE11D7F52C0962E7152285C4440,01M515      ,M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,High school,1,1,1,145 STANTON STREET,NY,10002,MARTHA POLIN,212-505-6366,212-260-0813,"10,11,12",MANHATTAN,643,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000B3493F0A6D7D52C0A7C48FEF03624440,02M519      ,M,1,M519,TALENT UNLIMITED HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,LINDA HAMIL,212-737-1530,212-737-2863,"09,10,11,12",MANHATTAN,644,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
